date,country,new_cases,new_deaths,total_cases,total_deaths,tests,region,subregion,ISO3,population_total,year,case_prev,case_inc,test_rate
2019-12-31,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-01,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-02,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-03,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-04,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-05,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-06,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-07,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-08,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-09,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-10,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-11,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-12,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-13,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-14,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-15,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-16,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-17,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-18,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-19,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-20,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-21,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-22,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-23,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-24,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-25,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-26,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-27,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-28,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-29,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-30,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-01-31,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-01,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-02,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-03,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-04,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-05,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-06,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-07,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-08,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-09,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-10,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-11,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-12,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-13,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-14,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-15,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-16,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-17,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-18,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-19,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-20,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-21,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-22,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-23,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-24,Afghanistan,0,0,0,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,0.0,0.0,
2020-02-25,Afghanistan,1,0,1,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,2.6286903625402996e-08,2.6286903625402996e-08,
2020-02-26,Afghanistan,0,0,1,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,2.6286903625402996e-08,0.0,
2020-02-27,Afghanistan,0,0,1,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,2.6286903625402996e-08,0.0,
2020-02-28,Afghanistan,0,0,1,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,2.6286903625402996e-08,0.0,
2020-02-29,Afghanistan,0,0,1,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,2.6286903625402996e-08,0.0,
2020-03-01,Afghanistan,0,0,1,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,2.6286903625402996e-08,0.0,
2020-03-02,Afghanistan,0,0,1,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,2.6286903625402996e-08,0.0,
2020-03-08,Afghanistan,3,0,4,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,1.0514761450161198e-07,7.886071087620898e-08,
2020-03-11,Afghanistan,3,0,7,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,1.8400832537782098e-07,7.886071087620898e-08,
2020-03-15,Afghanistan,3,0,10,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,2.6286903625402997e-07,7.886071087620898e-08,
2020-03-16,Afghanistan,6,0,16,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,4.2059045800644794e-07,1.5772142175241797e-07,
2020-03-17,Afghanistan,5,0,21,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,5.520249761334629e-07,1.3143451812701498e-07,
2020-03-18,Afghanistan,1,0,22,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,5.78311879758866e-07,2.6286903625402996e-08,
2020-03-19,Afghanistan,0,0,22,0,,Asia,Southern Asia,AFG,38041757.00000001,2019,5.78311879758866e-07,0.0,
2020-03-09,Albania,2,0,2,0,,Europe,Southern Europe,ALB,2880913.0,2019,6.942243656785193e-07,6.942243656785193e-07,
2020-03-10,Albania,4,0,6,0,,Europe,Southern Europe,ALB,2880913.0,2019,2.0826730970355577e-06,1.3884487313570385e-06,
2020-03-11,Albania,4,0,10,0,,Europe,Southern Europe,ALB,2880913.0,2019,3.4711218283925965e-06,1.3884487313570385e-06,
2020-03-12,Albania,1,1,11,1,,Europe,Southern Europe,ALB,2880913.0,2019,3.818234011231856e-06,3.4711218283925964e-07,
2020-03-13,Albania,12,0,23,1,,Europe,Southern Europe,ALB,2880913.0,2019,7.983580205302971e-06,4.1653461940711154e-06,
2020-03-14,Albania,10,0,33,1,,Europe,Southern Europe,ALB,2880913.0,2019,1.1454702033695568e-05,3.4711218283925965e-06,
2020-03-15,Albania,5,0,38,1,,Europe,Southern Europe,ALB,2880913.0,2019,1.3190262947891867e-05,1.7355609141962982e-06,
2020-03-16,Albania,4,0,42,1,,Europe,Southern Europe,ALB,2880913.0,2019,1.4578711679248905e-05,1.3884487313570385e-06,
2020-03-17,Albania,9,0,51,1,,Europe,Southern Europe,ALB,2880913.0,2019,1.770272132480224e-05,3.1240096455533368e-06,
2020-03-18,Albania,4,0,55,1,,Europe,Southern Europe,ALB,2880913.0,2019,1.909117005615928e-05,1.3884487313570385e-06,
2020-03-19,Albania,4,1,59,2,,Europe,Southern Europe,ALB,2880913.0,2019,2.0479618787516318e-05,1.3884487313570385e-06,
2019-12-31,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-01,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-02,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-03,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-04,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-05,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-06,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-07,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-08,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-09,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-10,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-11,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-12,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-13,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-14,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-15,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-16,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-17,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-18,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-19,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-20,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-21,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-22,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-23,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-24,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-25,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-26,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-27,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-28,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-29,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-30,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-01-31,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-01,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-02,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-03,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-04,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-05,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-06,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-07,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-08,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-09,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-10,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-11,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-12,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-13,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-14,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-15,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-16,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-17,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-18,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-19,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-20,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-21,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-22,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-23,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-24,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-25,Algeria,0,0,0,0,,Africa,Northern Africa,DZA,43053054.0,2019,0.0,0.0,
2020-02-26,Algeria,1,0,1,0,,Africa,Northern Africa,DZA,43053054.0,2019,2.3227155964359696e-08,2.3227155964359696e-08,
2020-02-27,Algeria,0,0,1,0,,Africa,Northern Africa,DZA,43053054.0,2019,2.3227155964359696e-08,0.0,
2020-02-28,Algeria,0,0,1,0,,Africa,Northern Africa,DZA,43053054.0,2019,2.3227155964359696e-08,0.0,
2020-02-29,Algeria,0,0,1,0,,Africa,Northern Africa,DZA,43053054.0,2019,2.3227155964359696e-08,0.0,
2020-03-01,Algeria,0,0,1,0,,Africa,Northern Africa,DZA,43053054.0,2019,2.3227155964359696e-08,0.0,
2020-03-02,Algeria,2,0,3,0,,Africa,Northern Africa,DZA,43053054.0,2019,6.968146789307909e-08,4.645431192871939e-08,
2020-03-04,Algeria,2,0,5,0,,Africa,Northern Africa,DZA,43053054.0,2019,1.1613577982179847e-07,4.645431192871939e-08,
2020-03-05,Algeria,7,0,12,0,,Africa,Northern Africa,DZA,43053054.0,2019,2.7872587157231635e-07,1.6259009175051787e-07,
2020-03-06,Algeria,5,0,17,0,,Africa,Northern Africa,DZA,43053054.0,2019,3.948616513941148e-07,1.1613577982179847e-07,
2020-03-09,Algeria,3,0,20,0,,Africa,Northern Africa,DZA,43053054.0,2019,4.6454311928719387e-07,6.968146789307909e-08,
2020-03-12,Algeria,0,0,20,0,,Africa,Northern Africa,DZA,43053054.0,2019,4.6454311928719387e-07,0.0,
2020-03-13,Algeria,4,1,24,1,,Africa,Northern Africa,DZA,43053054.0,2019,5.574517431446327e-07,9.290862385743878e-08,
2020-03-14,Algeria,2,1,26,2,,Africa,Northern Africa,DZA,43053054.0,2019,6.039060550733521e-07,4.645431192871939e-08,
2020-03-15,Algeria,11,0,37,2,,Africa,Northern Africa,DZA,43053054.0,2019,8.594047706813086e-07,2.5549871560795666e-07,
2020-03-16,Algeria,11,2,48,4,,Africa,Northern Africa,DZA,43053054.0,2019,1.1149034862892654e-06,2.5549871560795666e-07,
2020-03-17,Algeria,12,0,60,4,,Africa,Northern Africa,DZA,43053054.0,2019,1.3936293578615818e-06,2.7872587157231635e-07,
2020-03-18,Algeria,0,1,60,5,,Africa,Northern Africa,DZA,43053054.0,2019,1.3936293578615818e-06,0.0,
2020-03-19,Algeria,13,1,73,6,,Africa,Northern Africa,DZA,43053054.0,2019,1.6955823853982576e-06,3.0195302753667605e-07,
2020-03-03,Andorra,1,0,1,0,,Europe,Southern Europe,AND,77146.0,2019,1.296243486376481e-05,1.296243486376481e-05,
2020-03-14,Andorra,1,0,2,0,,Europe,Southern Europe,AND,77146.0,2019,2.592486972752962e-05,1.296243486376481e-05,
2020-03-16,Andorra,3,0,5,0,,Europe,Southern Europe,AND,77146.0,2019,6.481217431882405e-05,3.888730459129443e-05,
2020-03-17,Andorra,9,0,14,0,,Europe,Southern Europe,AND,77146.0,2019,0.00018147408809270733,0.00011666191377388329,
2020-03-18,Andorra,0,0,14,0,,Europe,Southern Europe,AND,77146.0,2019,0.00018147408809270733,0.0,
2020-03-19,Andorra,39,0,53,0,,Europe,Southern Europe,AND,77146.0,2019,0.0006870090477795349,0.0005055349596868276,
2020-03-15,Antigua and Barbuda,1,0,1,0,,Americas,Latin America and the Caribbean,ATG,97115.0,2019,1.029707048344746e-05,1.029707048344746e-05,
2020-03-04,Argentina,1,0,1,0,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,2.2331061333934785e-08,2.2331061333934785e-08,
2020-03-06,Argentina,1,0,2,0,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,4.466212266786957e-08,2.2331061333934785e-08,
2020-03-07,Argentina,6,0,8,0,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,1.7864849067147828e-07,1.339863680036087e-07,
2020-03-08,Argentina,1,1,9,1,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,2.0097955200541305e-07,2.2331061333934785e-08,
2020-03-09,Argentina,3,0,12,1,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,2.679727360072174e-07,6.699318400180435e-08,
2020-03-11,Argentina,7,0,19,1,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,4.242901653447609e-07,1.5631742933754348e-07,
2020-03-13,Argentina,12,0,31,1,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,6.922629013519783e-07,2.679727360072174e-07,
2020-03-14,Argentina,3,1,34,2,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,7.592560853537826e-07,6.699318400180435e-08,
2020-03-15,Argentina,11,0,45,2,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,1.0048977600270653e-06,2.456416746732826e-07,
2020-03-16,Argentina,11,0,56,2,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,1.2505394347003478e-06,2.456416746732826e-07,
2020-03-17,Argentina,9,0,65,2,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,1.4515189867057608e-06,2.0097955200541305e-07,
2020-03-18,Argentina,14,0,79,2,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,1.7641538453808478e-06,3.1263485867508696e-07,
2020-03-19,Argentina,18,0,97,2,,Americas,Latin America and the Caribbean,ARG,44780675.0,2019,2.166112949391674e-06,4.019591040108261e-07,
2019-12-31,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-01,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-02,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-03,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-04,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-05,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-06,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-07,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-08,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-09,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-10,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-11,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-12,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-13,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-14,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-15,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-16,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-17,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-18,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-19,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-20,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-21,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-22,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-23,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-24,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-25,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-26,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-27,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-28,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-29,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-30,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-01-31,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-01,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-02,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-03,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-04,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-05,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-06,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-07,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-08,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-09,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-10,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-11,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-12,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-13,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-14,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-15,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-16,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-17,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
2020-02-18,Armenia,0,0,0,0,694.0,Asia,Western Asia,ARM,2957728.0,2019,0.0,0.0,0.00023463956117668696
